SUPPLIER_ID,INDUSTRY,REGION,TIER,WEEK_START,YEAR,ON_TIME_DELIVERY,DEFECT_RATE,LEAD_TIME_DAYS,ORDERS_PLACED,SPEND,SCORE
SUP1095,Apparel,North America,Tier 3,2023-03-27,2023,0.8391,0.0497,43,10,13068.0,75.0
SUP1095,Apparel,North America,Tier 3,2023-04-10,2023,0.8741,0.0327,41,4,50361.0,83.5
SUP1095,Apparel,North America,Tier 3,2023-04-24,2023,0.8572,0.0445,39,23,5257.0,78.7
SUP1095,Apparel,North America,Tier 3,2023-05-08,2023,0.8158,0.0341,37,17,8333.0,80.7
SUP1095,Apparel,North America,Tier 3,2023-05-22,2023,0.89,0.0423,44,3,5418.0,79.1
SUP1095,Apparel,North America,Tier 3,2023-06-05,2023,0.8492,0.0509,37,6,14155.0,76.1
SUP1095,Apparel,North America,Tier 3,2023-06-19,2023,0.8356,0.0392,38,23,22907.0,79.7
SUP1095,Apparel,North America,Tier 3,2023-07-03,2023,0.832,0.0612,48,10,26372.0,68.2
SUP1095,Apparel,North America,Tier 3,2023-07-17,2023,0.8498,0.0352,38,17,61214.0,81.7
SUP1095,Apparel,North America,Tier 3,2023-07-31,2023,0.8447,0.0322,37,20,25430.0,82.5
SUP1095,Apparel,North America,Tier 3,2023-08-14,2023,0.8413,0.0484,43,17,28751.0,75.6
SUP1095,Apparel,North America,Tier 3,2023-08-28,2023,0.8335,0.0543,38,11,9492.0,74.3
SUP1095,Apparel,North America,Tier 3,2023-09-11,2023,0.8629,0.0388,42,22,26899.0,80.4
SUP1095,Apparel,North America,Tier 3,2023-09-25,2023,0.8935,0.0477,43,12,25550.0,77.9
SUP1095,Apparel,North America,Tier 3,2023-10-09,2023,0.8577,0.0442,37,12,31463.0,78.9
SUP1095,Apparel,North America,Tier 3,2023-10-23,2023,0.8245,0.0305,42,23,24145.0,81.7
SUP1095,Apparel,North America,Tier 3,2023-11-06,2023,0.8259,0.0402,37,6,146880.0,79.0
SUP1095,Apparel,North America,Tier 3,2023-11-20,2023,0.8308,0.0442,43,17,12850.0,76.6
SUP1095,Apparel,North America,Tier 3,2023-12-04,2023,0.89,0.0401,40,8,16313.0,81.6
SUP1095,Apparel,North America,Tier 3,2023-12-18,2023,0.8677,0.0324,42,19,17020.0,82.8
SUP1095,Apparel,North America,Tier 3,2024-01-01,2024,0.8577,0.0516,41,18,16214.0,76.2
SUP1095,Apparel,North America,Tier 3,2024-01-15,2024,0.8508,0.0438,39,4,69791.0,78.7
SUP1095,Apparel,North America,Tier 3,2024-01-29,2024,0.8527,0.0472,44,15,22855.0,75.9
SUP1095,Apparel,North America,Tier 3,2024-02-12,2024,0.8603,0.0344,43,4,18448.0,81.2
SUP1095,Apparel,North America,Tier 3,2024-02-26,2024,0.8503,0.0447,41,22,31311.0,78.4
SUP1095,Apparel,North America,Tier 3,2024-03-11,2024,0.9011,0.048,38,7,30228.0,79.3
SUP1095,Apparel,North America,Tier 3,2024-03-25,2024,0.9275,0.0286,37,18,46987.0,87.1
SUP1095,Apparel,North America,Tier 3,2024-04-08,2024,0.871,0.0547,41,4,41233.0,75.7
SUP1095,Apparel,North America,Tier 3,2024-04-22,2024,0.9226,0.0407,35,23,21109.0,82.7
SUP1095,Apparel,North America,Tier 3,2024-05-06,2024,0.8331,0.042,45,13,7833.0,76.4
SUP1095,Apparel,North America,Tier 3,2024-05-20,2024,0.8977,0.0437,46,7,19267.0,77.9
SUP1095,Apparel,North America,Tier 3,2024-06-03,2024,0.8529,0.0548,44,13,7768.0,73.2
SUP1095,Apparel,North America,Tier 3,2024-06-17,2024,0.8929,0.0397,41,15,13600.0,81.8
SUP1095,Apparel,North America,Tier 3,2024-07-01,2024,0.898,0.0451,45,8,65089.0,77.9
SUP1095,Apparel,North America,Tier 3,2024-07-15,2024,0.8462,0.0483,44,3,29362.0,75.2
SUP1095,Apparel,North America,Tier 3,2024-07-29,2024,0.9201,0.0441,38,16,24888.0,81.4
SUP1095,Apparel,North America,Tier 3,2024-08-12,2024,0.8025,0.0469,42,20,2336.0,75.1
SUP1095,Apparel,North America,Tier 3,2024-08-26,2024,0.8029,0.048,45,10,8597.0,73.1
SUP1095,Apparel,North America,Tier 3,2024-09-09,2024,0.8667,0.0382,42,12,3421.0,80.7
SUP1095,Apparel,North America,Tier 3,2024-09-23,2024,0.882,0.0537,43,21,49126.0,75.3
SUP1095,Apparel,North America,Tier 3,2024-10-07,2024,0.8988,0.0358,39,17,5892.0,83.4
SUP1095,Apparel,North America,Tier 3,2024-10-21,2024,0.8753,0.0295,40,23,82092.0,84.7
SUP1095,Apparel,North America,Tier 3,2024-11-04,2024,0.7735,0.0451,43,15,79156.0,74.0
SUP1095,Apparel,North America,Tier 3,2024-11-18,2024,0.8333,0.036,42,7,34315.0,80.2
SUP1095,Apparel,North America,Tier 3,2024-12-02,2024,0.8384,0.0424,38,22,14172.0,78.7
SUP1095,Apparel,North America,Tier 3,2024-12-16,2024,0.8655,0.035,48,4,11237.0,78.7
SUP1095,Apparel,North America,Tier 3,2024-12-30,2024,0.907,0.0333,36,16,12103.0,84.6
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-01-03,2022,0.9132,0.0072,11,13,40421.0,94.0
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-01-17,2022,0.9637,0.0083,14,10,95348.0,95.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-01-31,2022,0.9771,0.0093,13,4,16917.0,95.8
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-02-14,2022,0.9301,0.0067,10,4,42155.0,94.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-02-28,2022,0.9146,0.0071,11,15,19413.0,94.1
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-03-14,2022,0.9713,0.0074,11,10,228157.0,96.3
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-03-28,2022,0.8843,0.0084,17,22,8381.0,88.0
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-04-11,2022,0.9459,0.0089,14,18,10450.0,94.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-04-25,2022,0.966,0.0075,15,9,27371.0,94.4
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-05-09,2022,0.9322,0.0052,14,5,12190.0,95.5
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-05-23,2022,0.9689,0.0071,19,3,16461.0,89.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-06-06,2022,0.935,0.0086,10,13,150236.0,94.4
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-06-20,2022,0.9322,0.0108,13,7,36959.0,93.5
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-07-04,2022,0.9342,0.0088,15,22,21075.0,92.6
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-07-18,2022,0.9825,0.0083,14,13,73495.0,96.4
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-08-01,2022,0.9535,0.0075,15,14,20294.0,93.8
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-08-15,2022,0.9583,0.0097,12,9,6535.0,94.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-08-29,2022,0.9518,0.0075,15,5,23201.0,93.8
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-09-12,2022,0.9221,0.009,17,9,37598.0,89.3
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-09-26,2022,0.9481,0.0042,16,23,68701.0,93.3
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-10-10,2022,0.9599,0.0068,16,18,37877.0,92.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-10-24,2022,0.8636,0.0069,12,3,45525.0,92.1
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-11-07,2022,0.9503,0.0067,11,5,8310.0,95.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-11-21,2022,0.9449,0.0094,15,6,140363.0,92.8
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-12-05,2022,0.9472,0.0072,12,22,25145.0,95.4
SUP1096,Healthcare,Asia Pacific,Tier 2,2022-12-19,2022,0.944,0.007,19,14,5878.0,88.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-01-02,2023,0.9497,0.0122,19,21,16568.0,87.1
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-01-16,2023,0.9876,0.0073,11,3,22972.0,96.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-01-30,2023,0.9639,0.0079,13,16,74825.0,95.8
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-02-13,2023,0.8614,0.0071,14,3,15003.0,92.0
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-02-27,2023,0.9113,0.0076,16,24,20739.0,90.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-03-13,2023,0.9522,0.007,10,7,22583.0,95.6
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-03-27,2023,0.9308,0.0086,12,24,12801.0,94.2
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-04-10,2023,0.9116,0.0091,11,20,14709.0,93.3
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-04-24,2023,0.9368,0.0063,17,23,28675.0,90.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-05-08,2023,0.9043,0.009,9,24,5220.0,93.0
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-05-22,2023,0.9366,0.0108,12,17,12105.0,93.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-06-05,2023,0.9593,0.0071,13,17,4360.0,95.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-06-19,2023,0.9237,0.0083,14,18,8564.0,94.1
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-07-03,2023,0.9042,0.0093,12,8,114090.0,92.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-07-17,2023,0.9021,0.0091,15,21,31691.0,91.2
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-07-31,2023,0.9554,0.0062,8,9,55381.0,96.0
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-08-14,2023,0.9152,0.0065,12,24,6525.0,94.3
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-08-28,2023,0.9883,0.0078,13,14,44586.0,96.8
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-09-11,2023,0.9276,0.0101,12,11,15239.0,93.6
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-09-25,2023,0.9453,0.0097,17,6,16305.0,90.0
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-10-09,2023,0.9055,0.0063,18,24,32024.0,88.5
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-10-23,2023,0.9237,0.0096,10,7,13707.0,93.6
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-11-06,2023,0.9249,0.0062,17,19,25545.0,90.4
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-11-20,2023,0.952,0.0075,11,6,36032.0,95.5
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-12-04,2023,0.9336,0.0103,13,10,48001.0,93.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2023-12-18,2023,0.9293,0.0091,7,10,11177.0,94.0
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-01-01,2024,0.9557,0.0098,16,22,22134.0,91.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-01-15,2024,0.9352,0.0087,16,8,102750.0,91.2
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-01-29,2024,0.973,0.0064,6,3,14271.0,96.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-02-12,2024,0.9627,0.0099,18,14,3352.0,89.5
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-02-26,2024,0.9269,0.0069,12,12,27273.0,94.6
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-03-11,2024,0.9675,0.0061,10,20,4148.0,96.6
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-03-25,2024,0.9619,0.0078,12,22,15434.0,95.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-04-08,2024,0.9377,0.0045,14,13,106602.0,95.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-04-22,2024,0.9071,0.0053,10,23,3944.0,94.4
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-05-06,2024,0.8892,0.0085,15,24,39132.0,90.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-05-20,2024,0.9259,0.0096,16,12,26019.0,90.6
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-06-03,2024,0.9377,0.008,13,20,15408.0,94.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-06-17,2024,0.9235,0.0082,14,20,8661.0,94.1
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-07-01,2024,0.9469,0.0068,18,24,14674.0,89.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-07-15,2024,0.9425,0.0058,15,13,3530.0,94.0
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-07-29,2024,0.9965,0.007,17,5,28132.0,93.0
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-08-12,2024,0.9274,0.008,19,10,6212.0,87.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-08-26,2024,0.8797,0.0066,15,15,37215.0,91.2
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-09-09,2024,0.9498,0.0097,12,6,13884.0,94.6
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-09-23,2024,0.9651,0.0095,16,18,8981.0,92.2
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-10-07,2024,0.9237,0.0081,11,24,13163.0,94.1
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-10-21,2024,0.9689,0.0081,13,7,119837.0,95.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-11-04,2024,0.9164,0.0097,9,20,40948.0,93.3
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-11-18,2024,1.0,0.0095,9,23,14052.0,96.7
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-12-02,2024,0.8996,0.0101,18,10,16306.0,86.9
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-12-16,2024,0.9461,0.0087,11,13,13881.0,94.8
SUP1096,Healthcare,Asia Pacific,Tier 2,2024-12-30,2024,0.9264,0.0076,16,13,23597.0,91.3
SUP1097,Healthcare,Latin America,Tier 3,2022-01-03,2022,0.9787,0.0627,5,8,37048.0,77.2
SUP1097,Healthcare,Latin America,Tier 3,2022-01-17,2022,0.9148,0.0607,7,21,13936.0,68.2
SUP1097,Healthcare,Latin America,Tier 3,2022-01-31,2022,0.8892,0.0651,5,24,92652.0,72.8
SUP1097,Healthcare,Latin America,Tier 3,2022-02-14,2022,0.9494,0.0617,3,14,32857.0,76.4
SUP1097,Healthcare,Latin America,Tier 3,2022-02-28,2022,0.954,0.072,5,20,20714.0,73.0
SUP1097,Healthcare,Latin America,Tier 3,2022-03-14,2022,0.935,0.0483,8,22,5963.0,71.1
SUP1097,Healthcare,Latin America,Tier 3,2022-03-28,2022,0.8925,0.0648,9,4,29646.0,61.9
SUP1097,Healthcare,Latin America,Tier 3,2022-04-11,2022,0.9822,0.0945,2,3,12162.0,66.2
SUP1097,Healthcare,Latin America,Tier 3,2022-04-25,2022,0.9322,0.0615,2,17,22720.0,75.8
SUP1097,Healthcare,Latin America,Tier 3,2022-05-09,2022,0.9419,0.0503,8,8,5461.0,70.7
SUP1097,Healthcare,Latin America,Tier 3,2022-05-23,2022,0.9113,0.0626,7,22,3787.0,67.4
SUP1097,Healthcare,Latin America,Tier 3,2022-06-06,2022,0.9405,0.1119,3,23,10687.0,58.4
SUP1097,Healthcare,Latin America,Tier 3,2022-06-20,2022,0.9277,0.064,6,6,17863.0,70.6
SUP1097,Healthcare,Latin America,Tier 3,2022-07-04,2022,0.9523,0.0655,5,24,21161.0,75.2
SUP1097,Healthcare,Latin America,Tier 3,2022-07-18,2022,0.8975,0.0704,8,23,6959.0,61.9
SUP1097,Healthcare,Latin America,Tier 3,2022-08-01,2022,0.9118,0.0852,2,6,10542.0,66.6
SUP1097,Healthcare,Latin America,Tier 3,2022-08-15,2022,0.9344,0.0852,9,22,16075.0,56.4
SUP1097,Healthcare,Latin America,Tier 3,2022-08-29,2022,0.8973,0.0412,6,22,13875.0,77.3
SUP1097,Healthcare,Latin America,Tier 3,2022-09-12,2022,0.9332,0.0897,6,4,84446.0,61.8
SUP1097,Healthcare,Latin America,Tier 3,2022-09-26,2022,0.9325,0.0526,6,3,6772.0,74.7
SUP1097,Healthcare,Latin America,Tier 3,2022-10-10,2022,0.9401,0.0594,1,21,58936.0,76.8
SUP1097,Healthcare,Latin America,Tier 3,2022-10-24,2022,0.8903,0.0847,11,3,33320.0,52.3
SUP1097,Healthcare,Latin America,Tier 3,2022-11-07,2022,0.9305,0.1024,2,12,15902.0,61.4
SUP1097,Healthcare,Latin America,Tier 3,2022-11-21,2022,0.9016,0.0431,3,12,10352.0,81.0
SUP1097,Healthcare,Latin America,Tier 3,2022-12-05,2022,0.9574,0.0667,1,3,5044.0,75.0
SUP1097,Healthcare,Latin America,Tier 3,2022-12-19,2022,0.9582,0.0849,4,19,16976.0,68.6
SUP1097,Healthcare,Latin America,Tier 3,2023-01-02,2023,0.9111,0.0759,1,22,44475.0,69.9
SUP1097,Healthcare,Latin America,Tier 3,2023-01-16,2023,0.9435,0.0651,7,9,38308.0,67.8
SUP1097,Healthcare,Latin America,Tier 3,2023-01-30,2023,0.9255,0.0697,1,10,12005.0,72.6
SUP1097,Healthcare,Latin America,Tier 3,2023-02-13,2023,0.9471,0.0665,7,20,48233.0,67.5
SUP1097,Healthcare,Latin America,Tier 3,2023-02-27,2023,1.0,0.0914,1,17,4336.0,68.0
SUP1097,Healthcare,Latin America,Tier 3,2023-03-13,2023,0.9427,0.0811,1,11,2576.0,69.3
SUP1097,Healthcare,Latin America,Tier 3,2023-03-27,2023,0.9572,0.0696,4,3,9503.0,73.9
SUP1097,Healthcare,Latin America,Tier 3,2023-04-10,2023,0.8957,0.0741,2,6,53981.0,69.9
SUP1097,Healthcare,Latin America,Tier 3,2023-04-24,2023,0.9362,0.0784,7,4,52993.0,62.9
SUP1097,Healthcare,Latin America,Tier 3,2023-05-08,2023,0.9799,0.0608,11,6,6381.0,64.3
SUP1097,Healthcare,Latin America,Tier 3,2023-05-22,2023,0.8932,0.1019,4,20,24024.0,60.1
SUP1097,Healthcare,Latin America,Tier 3,2023-06-05,2023,0.949,0.0644,11,14,69409.0,61.8
SUP1097,Healthcare,Latin America,Tier 3,2023-06-19,2023,0.9267,0.0984,3,6,8709.0,62.6
SUP1097,Healthcare,Latin America,Tier 3,2023-07-03,2023,0.9435,0.0829,6,21,57953.0,64.6
SUP1097,Healthcare,Latin America,Tier 3,2023-07-17,2023,0.9527,0.0952,8,6,10514.0,55.4
SUP1097,Healthcare,Latin America,Tier 3,2023-07-31,2023,0.9424,0.0906,1,21,5703.0,66.0
SUP1097,Healthcare,Latin America,Tier 3,2023-08-14,2023,0.9411,0.0643,5,7,24820.0,75.1
SUP1097,Healthcare,Latin America,Tier 3,2023-08-28,2023,0.9657,0.087,7,20,49597.0,61.0
SUP1097,Healthcare,Latin America,Tier 3,2023-09-11,2023,0.9159,0.1037,4,7,60718.0,60.3
SUP1097,Healthcare,Latin America,Tier 3,2023-09-25,2023,0.8846,0.1109,4,15,38360.0,56.6
SUP1097,Healthcare,Latin America,Tier 3,2023-10-09,2023,0.9681,0.0477,6,9,16107.0,77.9
SUP1097,Healthcare,Latin America,Tier 3,2023-10-23,2023,0.9506,0.0701,3,22,6524.0,73.5
SUP1097,Healthcare,Latin America,Tier 3,2023-11-06,2023,0.9706,0.0442,3,24,112450.0,83.3
SUP1097,Healthcare,Latin America,Tier 3,2023-11-20,2023,0.9382,0.0371,5,3,22774.0,84.5
SUP1097,Healthcare,Latin America,Tier 3,2023-12-04,2023,0.9076,0.0603,4,16,86343.0,75.2
SUP1097,Healthcare,Latin America,Tier 3,2023-12-18,2023,0.9497,0.086,5,16,63369.0,67.9
SUP1097,Healthcare,Latin America,Tier 3,2024-01-01,2024,0.9706,0.0553,10,8,16053.0,67.0
SUP1097,Healthcare,Latin America,Tier 3,2024-01-15,2024,0.945,0.0924,3,24,19123.0,65.4
SUP1097,Healthcare,Latin America,Tier 3,2024-01-29,2024,0.9458,0.0809,6,4,12684.0,65.3
SUP1097,Healthcare,Latin America,Tier 3,2024-02-12,2024,0.9963,0.0436,12,17,40756.0,70.0
SUP1097,Healthcare,Latin America,Tier 3,2024-02-26,2024,0.9583,0.0654,1,18,71044.0,75.4
SUP1097,Healthcare,Latin America,Tier 3,2024-03-11,2024,0.8951,0.1119,5,4,51294.0,56.6
SUP1097,Healthcare,Latin America,Tier 3,2024-03-25,2024,0.9245,0.0665,6,4,5269.0,69.5
SUP1097,Healthcare,Latin America,Tier 3,2024-04-08,2024,0.9438,0.0363,4,6,19040.0,85.1
SUP1097,Healthcare,Latin America,Tier 3,2024-04-22,2024,0.994,0.0844,3,6,9171.0,70.2
SUP1097,Healthcare,Latin America,Tier 3,2024-05-06,2024,0.9078,0.0363,5,14,34299.0,83.6
SUP1097,Healthcare,Latin America,Tier 3,2024-05-20,2024,0.932,0.0702,5,6,8626.0,72.7
SUP1097,Healthcare,Latin America,Tier 3,2024-06-03,2024,0.9738,0.0773,14,4,6021.0,55.8
SUP1097,Healthcare,Latin America,Tier 3,2024-06-17,2024,0.9293,0.0693,3,20,15133.0,72.9
SUP1097,Healthcare,Latin America,Tier 3,2024-07-01,2024,0.9573,0.077,3,15,57528.0,71.3
SUP1097,Healthcare,Latin America,Tier 3,2024-07-15,2024,0.9476,0.0824,10,15,16594.0,56.6
SUP1097,Healthcare,Latin America,Tier 3,2024-07-29,2024,0.9599,0.0758,1,21,41942.0,71.9
SUP1097,Healthcare,Latin America,Tier 3,2024-08-12,2024,1.0,0.0715,6,6,28612.0,70.8
SUP1097,Healthcare,Latin America,Tier 3,2024-08-26,2024,0.929,0.0643,5,13,10106.0,74.7
SUP1097,Healthcare,Latin America,Tier 3,2024-09-09,2024,0.9472,0.0642,8,23,25542.0,66.0
SUP1097,Healthcare,Latin America,Tier 3,2024-09-23,2024,0.9569,0.079,9,8,37698.0,59.5
SUP1097,Healthcare,Latin America,Tier 3,2024-10-07,2024,0.9257,0.0817,6,14,18836.0,64.3
SUP1097,Healthcare,Latin America,Tier 3,2024-10-21,2024,0.8805,0.0495,1,14,13349.0,77.9
SUP1097,Healthcare,Latin America,Tier 3,2024-11-04,2024,0.9147,0.0724,6,12,14253.0,67.1
SUP1097,Healthcare,Latin America,Tier 3,2024-11-18,2024,0.9265,0.063,4,22,21999.0,75.0
SUP1097,Healthcare,Latin America,Tier 3,2024-12-02,2024,0.9442,0.0435,2,7,12968.0,82.5
SUP1097,Healthcare,Latin America,Tier 3,2024-12-16,2024,0.835,0.0951,5,9,12990.0,60.1
SUP1097,Healthcare,Latin America,Tier 3,2024-12-30,2024,0.9316,0.0505,4,20,40750.0,79.6
SUP1098,Automotive,Asia Pacific,Tier 3,2022-01-03,2022,0.7694,0.0695,25,23,14276.0,66.5
SUP1098,Automotive,Asia Pacific,Tier 3,2022-01-17,2022,0.8272,0.1238,34,24,21869.0,46.1
SUP1098,Automotive,Asia Pacific,Tier 3,2022-01-31,2022,0.7811,0.0701,29,17,11820.0,66.7
SUP1098,Automotive,Asia Pacific,Tier 3,2022-02-14,2022,0.8088,0.0995,30,24,75163.0,56.7
SUP1098,Automotive,Asia Pacific,Tier 3,2022-02-28,2022,0.8269,0.0852,33,9,10277.0,60.2
SUP1098,Automotive,Asia Pacific,Tier 3,2022-03-14,2022,0.8024,0.0873,25,12,44306.0,61.5
SUP1098,Automotive,Asia Pacific,Tier 3,2022-03-28,2022,0.8795,0.073,31,17,53492.0,68.0
SUP1098,Automotive,Asia Pacific,Tier 3,2022-04-11,2022,0.7702,0.0917,30,19,13428.0,57.9
SUP1098,Automotive,Asia Pacific,Tier 3,2022-04-25,2022,0.809,0.0691,30,6,15739.0,67.3
SUP1098,Automotive,Asia Pacific,Tier 3,2022-05-09,2022,0.7975,0.0722,28,10,10684.0,66.6
SUP1098,Automotive,Asia Pacific,Tier 3,2022-05-23,2022,0.784,0.0318,29,12,8196.0,80.2
SUP1098,Automotive,Asia Pacific,Tier 3,2022-06-06,2022,0.7714,0.0889,30,4,9641.0,58.9
SUP1098,Automotive,Asia Pacific,Tier 3,2022-06-20,2022,0.7702,0.0844,29,7,3071.0,61.3
SUP1098,Automotive,Asia Pacific,Tier 3,2022-07-04,2022,0.7811,0.0873,31,12,65560.0,59.1
SUP1098,Automotive,Asia Pacific,Tier 3,2022-07-18,2022,0.7881,0.0566,28,9,26051.0,71.7
SUP1098,Automotive,Asia Pacific,Tier 3,2022-08-01,2022,0.8017,0.0791,30,14,45919.0,63.6
SUP1098,Automotive,Asia Pacific,Tier 3,2022-08-15,2022,0.7319,0.0992,22,19,25083.0,54.5
SUP1098,Automotive,Asia Pacific,Tier 3,2022-08-29,2022,0.7805,0.0654,29,9,81746.0,68.3
SUP1098,Automotive,Asia Pacific,Tier 3,2022-09-12,2022,0.7682,0.1152,31,13,9286.0,48.8
SUP1098,Automotive,Asia Pacific,Tier 3,2022-09-26,2022,0.7537,0.0832,30,17,12394.0,60.2
SUP1098,Automotive,Asia Pacific,Tier 3,2022-10-10,2022,0.7587,0.0532,29,6,29767.0,71.7
SUP1098,Automotive,Asia Pacific,Tier 3,2022-10-24,2022,0.7638,0.0982,28,8,9056.0,56.2
SUP1098,Automotive,Asia Pacific,Tier 3,2022-11-07,2022,0.8129,0.118,28,19,40308.0,51.2
SUP1098,Automotive,Asia Pacific,Tier 3,2022-11-21,2022,0.7254,0.0924,30,18,46096.0,55.8
SUP1098,Automotive,Asia Pacific,Tier 3,2022-12-05,2022,0.7218,0.0942,30,3,16701.0,55.1
SUP1098,Automotive,Asia Pacific,Tier 3,2022-12-19,2022,0.7697,0.1028,27,14,30483.0,54.8
SUP1098,Automotive,Asia Pacific,Tier 3,2023-01-02,2023,0.7869,0.0764,28,20,68744.0,64.8
SUP1098,Automotive,Asia Pacific,Tier 3,2023-01-16,2023,0.7717,0.0735,32,12,53227.0,62.8
SUP1098,Automotive,Asia Pacific,Tier 3,2023-01-30,2023,0.7222,0.0724,28,12,9414.0,63.5
SUP1098,Automotive,Asia Pacific,Tier 3,2023-02-13,2023,0.731,0.0846,26,23,10927.0,59.6
SUP1098,Automotive,Asia Pacific,Tier 3,2023-02-27,2023,0.7403,0.0719,30,6,19697.0,63.6
SUP1098,Automotive,Asia Pacific,Tier 3,2023-03-13,2023,0.7753,0.0816,31,20,87417.0,60.8
SUP1098,Automotive,Asia Pacific,Tier 3,2023-03-27,2023,0.7526,0.0722,30,5,49439.0,64.0
SUP1098,Automotive,Asia Pacific,Tier 3,2023-04-10,2023,0.6915,0.0894,29,5,14985.0,56.4
SUP1098,Automotive,Asia Pacific,Tier 3,2023-04-24,2023,0.7729,0.0844,31,6,24363.0,59.8
SUP1098,Automotive,Asia Pacific,Tier 3,2023-05-08,2023,0.7429,0.0697,26,17,9563.0,65.3
SUP1098,Automotive,Asia Pacific,Tier 3,2023-05-22,2023,0.7454,0.0735,28,16,37494.0,64.1
SUP1098,Automotive,Asia Pacific,Tier 3,2023-06-05,2023,0.7334,0.0882,26,3,90569.0,58.5
SUP1098,Automotive,Asia Pacific,Tier 3,2023-06-19,2023,0.7279,0.056,27,23,60148.0,69.5
SUP1098,Automotive,Asia Pacific,Tier 3,2023-07-03,2023,0.6582,0.083,27,24,13056.0,57.3
