SKU_ID,INDUSTRY,FORECAST_DATE,FORECAST_WEEK,DEMAND_FORECAST,LOWER_BOUND,UPPER_BOUND,TREND
SKU10073,Industrial,2025-03-03,9,1580,1295,1864,8.824
SKU10073,Industrial,2025-03-10,10,1741,1427,2054,8.824
SKU10073,Industrial,2025-03-17,11,1824,1495,2152,8.824
SKU10073,Industrial,2025-03-24,12,1593,1306,1879,8.824
SKU10074,Apparel,2025-01-06,1,895,733,1056,4.857
SKU10074,Apparel,2025-01-13,2,924,757,1090,4.857
SKU10074,Apparel,2025-01-20,3,917,751,1082,4.857
SKU10074,Apparel,2025-01-27,4,915,750,1079,4.857
SKU10074,Apparel,2025-02-03,5,919,753,1084,4.857
SKU10074,Apparel,2025-02-10,6,871,714,1027,4.857
SKU10074,Apparel,2025-02-17,7,897,735,1058,4.857
SKU10074,Apparel,2025-02-24,8,845,692,997,4.857
SKU10074,Apparel,2025-03-03,9,1048,859,1236,4.857
SKU10074,Apparel,2025-03-10,10,1071,878,1263,4.857
SKU10074,Apparel,2025-03-17,11,1010,828,1191,4.857
SKU10074,Apparel,2025-03-24,12,994,815,1172,4.857
SKU10075,Grocery,2025-01-06,1,305,250,359,0.202
SKU10075,Grocery,2025-01-13,2,281,230,331,0.202
SKU10075,Grocery,2025-01-20,3,306,250,361,0.202
SKU10075,Grocery,2025-01-27,4,302,247,356,0.202
SKU10075,Grocery,2025-02-03,5,300,245,354,0.202
SKU10075,Grocery,2025-02-10,6,301,246,355,0.202
SKU10075,Grocery,2025-02-17,7,294,241,346,0.202
SKU10075,Grocery,2025-02-24,8,304,249,358,0.202
SKU10075,Grocery,2025-03-03,9,277,227,326,0.202
SKU10075,Grocery,2025-03-10,10,282,231,332,0.202
SKU10075,Grocery,2025-03-17,11,328,268,387,0.202
SKU10075,Grocery,2025-03-24,12,290,237,342,0.202
SKU10076,Industrial,2025-01-06,1,354,290,417,1.582
SKU10076,Industrial,2025-01-13,2,370,303,436,1.582
SKU10076,Industrial,2025-01-20,3,388,318,457,1.582
SKU10076,Industrial,2025-01-27,4,390,319,460,1.582
SKU10076,Industrial,2025-02-03,5,410,336,483,1.582
SKU10076,Industrial,2025-02-10,6,380,311,448,1.582
SKU10076,Industrial,2025-02-17,7,402,329,474,1.582
SKU10076,Industrial,2025-02-24,8,367,300,433,1.582
SKU10076,Industrial,2025-03-03,9,395,323,466,1.582
SKU10076,Industrial,2025-03-10,10,385,315,454,1.582
SKU10076,Industrial,2025-03-17,11,389,318,459,1.582
SKU10076,Industrial,2025-03-24,12,376,308,443,1.582
SKU10077,Apparel,2025-01-06,1,21,17,24,-0.714
SKU10077,Apparel,2025-01-13,2,23,18,27,-0.714
SKU10077,Apparel,2025-01-20,3,21,17,24,-0.714
SKU10077,Apparel,2025-01-27,4,20,16,23,-0.714
SKU10077,Apparel,2025-02-03,5,18,14,21,-0.714
SKU10077,Apparel,2025-02-10,6,18,14,21,-0.714
SKU10077,Apparel,2025-02-17,7,17,13,20,-0.714
SKU10077,Apparel,2025-02-24,8,16,13,18,-0.714
SKU10077,Apparel,2025-03-03,9,20,16,23,-0.714
SKU10077,Apparel,2025-03-10,10,18,14,21,-0.714
SKU10077,Apparel,2025-03-17,11,18,14,21,-0.714
SKU10077,Apparel,2025-03-24,12,18,14,21,-0.714
SKU10078,Automotive,2025-01-06,1,805,660,949,2.655
SKU10078,Automotive,2025-01-13,2,817,669,964,2.655
SKU10078,Automotive,2025-01-20,3,803,658,947,2.655
SKU10078,Automotive,2025-01-27,4,833,683,982,2.655
SKU10078,Automotive,2025-02-03,5,735,602,867,2.655
SKU10078,Automotive,2025-02-10,6,760,623,896,2.655
SKU10078,Automotive,2025-02-17,7,794,651,936,2.655
SKU10078,Automotive,2025-02-24,8,823,674,971,2.655
SKU10078,Automotive,2025-03-03,9,867,710,1023,2.655
SKU10078,Automotive,2025-03-10,10,937,768,1105,2.655
SKU10078,Automotive,2025-03-17,11,810,664,955,2.655
SKU10078,Automotive,2025-03-24,12,842,690,993,2.655
SKU10079,Grocery,2025-01-06,1,889,728,1049,4.147
SKU10079,Grocery,2025-01-13,2,945,774,1115,4.147
SKU10079,Grocery,2025-01-20,3,967,792,1141,4.147
SKU10079,Grocery,2025-01-27,4,931,763,1098,4.147
SKU10079,Grocery,2025-02-03,5,906,742,1069,4.147
SKU10079,Grocery,2025-02-10,6,953,781,1124,4.147
SKU10079,Grocery,2025-02-17,7,1010,828,1191,4.147
SKU10079,Grocery,2025-02-24,8,923,756,1089,4.147
SKU10079,Grocery,2025-03-03,9,937,768,1105,4.147
SKU10079,Grocery,2025-03-10,10,870,713,1026,4.147
SKU10079,Grocery,2025-03-17,11,888,728,1047,4.147
SKU10079,Grocery,2025-03-24,12,989,810,1167,4.147
SKU10080,Grocery,2025-01-06,1,59,48,69,-0.265
SKU10080,Grocery,2025-01-13,2,55,45,64,-0.265
SKU10080,Grocery,2025-01-20,3,56,45,66,-0.265
SKU10080,Grocery,2025-01-27,4,59,48,69,-0.265
SKU10080,Grocery,2025-02-03,5,52,42,61,-0.265
SKU10080,Grocery,2025-02-10,6,54,44,63,-0.265
SKU10080,Grocery,2025-02-17,7,52,42,61,-0.265
SKU10080,Grocery,2025-02-24,8,56,45,66,-0.265
SKU10080,Grocery,2025-03-03,9,51,41,60,-0.265
SKU10080,Grocery,2025-03-10,10,54,44,63,-0.265
SKU10080,Grocery,2025-03-17,11,55,45,64,-0.265
SKU10080,Grocery,2025-03-24,12,57,46,67,-0.265
SKU10081,Apparel,2025-01-06,1,134,109,158,0.481
SKU10081,Apparel,2025-01-13,2,128,104,151,0.481
SKU10081,Apparel,2025-01-20,3,135,110,159,0.481
SKU10081,Apparel,2025-01-27,4,141,115,166,0.481
SKU10081,Apparel,2025-02-03,5,117,95,138,0.481
SKU10081,Apparel,2025-02-10,6,129,105,152,0.481
SKU10081,Apparel,2025-02-17,7,125,102,147,0.481
SKU10081,Apparel,2025-02-24,8,126,103,148,0.481
SKU10081,Apparel,2025-03-03,9,146,119,172,0.481
SKU10081,Apparel,2025-03-10,10,145,118,171,0.481
SKU10081,Apparel,2025-03-17,11,138,113,162,0.481
SKU10081,Apparel,2025-03-24,12,153,125,180,0.481
SKU10082,Grocery,2025-01-06,1,300,245,354,0.13
SKU10082,Grocery,2025-01-13,2,275,225,324,0.13
SKU10082,Grocery,2025-01-20,3,283,232,333,0.13
SKU10082,Grocery,2025-01-27,4,282,231,332,0.13
SKU10082,Grocery,2025-02-03,5,289,236,341,0.13
SKU10082,Grocery,2025-02-10,6,283,232,333,0.13
SKU10082,Grocery,2025-02-17,7,293,240,345,0.13
SKU10082,Grocery,2025-02-24,8,292,239,344,0.13
SKU10082,Grocery,2025-03-03,9,290,237,342,0.13
SKU10082,Grocery,2025-03-10,10,306,250,361,0.13
SKU10082,Grocery,2025-03-17,11,301,246,355,0.13
SKU10082,Grocery,2025-03-24,12,285,233,336,0.13
SKU10083,Electronics,2025-01-06,1,250,205,295,1.106
SKU10083,Electronics,2025-01-13,2,255,209,300,1.106
SKU10083,Electronics,2025-01-20,3,247,202,291,1.106
SKU10083,Electronics,2025-01-27,4,267,218,315,1.106
SKU10083,Electronics,2025-02-03,5,244,200,287,1.106
SKU10083,Electronics,2025-02-10,6,214,175,252,1.106
SKU10083,Electronics,2025-02-17,7,234,191,276,1.106
SKU10083,Electronics,2025-02-24,8,224,183,264,1.106
SKU10083,Electronics,2025-03-03,9,249,204,293,1.106
SKU10083,Electronics,2025-03-10,10,291,238,343,1.106
SKU10083,Electronics,2025-03-17,11,250,205,295,1.106
SKU10083,Electronics,2025-03-24,12,256,209,302,1.106
SKU10084,Electronics,2025-01-06,1,1118,916,1319,4.543
SKU10084,Electronics,2025-01-13,2,1156,947,1364,4.543
SKU10084,Electronics,2025-01-20,3,1103,904,1301,4.543
SKU10084,Electronics,2025-01-27,4,1121,919,1322,4.543
SKU10084,Electronics,2025-02-03,5,1052,862,1241,4.543
SKU10084,Electronics,2025-02-10,6,998,818,1177,4.543
SKU10084,Electronics,2025-02-17,7,1035,848,1221,4.543
SKU10084,Electronics,2025-02-24,8,1074,880,1267,4.543
SKU10084,Electronics,2025-03-03,9,1152,944,1359,4.543
SKU10084,Electronics,2025-03-10,10,1049,860,1237,4.543
SKU10084,Electronics,2025-03-17,11,1144,938,1349,4.543
SKU10084,Electronics,2025-03-24,12,1192,977,1406,4.543
SKU10085,Apparel,2025-01-06,1,1314,1077,1550,7.464
SKU10085,Apparel,2025-01-13,2,1376,1128,1623,7.464
SKU10085,Apparel,2025-01-20,3,1378,1129,1626,7.464
SKU10085,Apparel,2025-01-27,4,1213,994,1431,7.464
SKU10085,Apparel,2025-02-03,5,1404,1151,1656,7.464
SKU10085,Apparel,2025-02-10,6,1248,1023,1472,7.464
SKU10085,Apparel,2025-02-17,7,1250,1025,1475,7.464
SKU10085,Apparel,2025-02-24,8,1281,1050,1511,7.464
SKU10085,Apparel,2025-03-03,9,1398,1146,1649,7.464
SKU10085,Apparel,2025-03-10,10,1423,1166,1679,7.464
SKU10085,Apparel,2025-03-17,11,1615,1324,1905,7.464
SKU10085,Apparel,2025-03-24,12,1526,1251,1800,7.464
SKU10086,Grocery,2025-01-06,1,1528,1252,1803,8.711
SKU10086,Grocery,2025-01-13,2,1286,1054,1517,8.711
SKU10086,Grocery,2025-01-20,3,1486,1218,1753,8.711
SKU10086,Grocery,2025-01-27,4,1592,1305,1878,8.711
SKU10086,Grocery,2025-02-03,5,1459,1196,1721,8.711
SKU10086,Grocery,2025-02-10,6,1491,1222,1759,8.711
SKU10086,Grocery,2025-02-17,7,1493,1224,1761,8.711
SKU10086,Grocery,2025-02-24,8,1525,1250,1799,8.711
SKU10086,Grocery,2025-03-03,9,1501,1230,1771,8.711
SKU10086,Grocery,2025-03-10,10,1558,1277,1838,8.711
SKU10086,Grocery,2025-03-17,11,1621,1329,1912,8.711
SKU10086,Grocery,2025-03-24,12,1590,1303,1876,8.711
SKU10087,Healthcare,2025-01-06,1,67,54,79,-0.816
SKU10087,Healthcare,2025-01-13,2,68,55,80,-0.816
SKU10087,Healthcare,2025-01-20,3,61,50,71,-0.816
SKU10087,Healthcare,2025-01-27,4,61,50,71,-0.816
SKU10087,Healthcare,2025-02-03,5,58,47,68,-0.816
SKU10087,Healthcare,2025-02-10,6,55,45,64,-0.816
SKU10087,Healthcare,2025-02-17,7,60,49,70,-0.816
SKU10087,Healthcare,2025-02-24,8,57,46,67,-0.816
SKU10087,Healthcare,2025-03-03,9,56,45,66,-0.816
SKU10087,Healthcare,2025-03-10,10,57,46,67,-0.816
SKU10087,Healthcare,2025-03-17,11,53,43,62,-0.816
SKU10087,Healthcare,2025-03-24,12,49,40,57,-0.816
SKU10088,Healthcare,2025-01-06,1,617,505,728,1.56
SKU10088,Healthcare,2025-01-13,2,624,511,736,1.56
SKU10088,Healthcare,2025-01-20,3,608,498,717,1.56
SKU10088,Healthcare,2025-01-27,4,572,469,674,1.56
SKU10088,Healthcare,2025-02-03,5,583,478,687,1.56
SKU10088,Healthcare,2025-02-10,6,588,482,693,1.56
SKU10088,Healthcare,2025-02-17,7,539,441,636,1.56
SKU10088,Healthcare,2025-02-24,8,577,473,680,1.56
SKU10088,Healthcare,2025-03-03,9,621,509,732,1.56
SKU10088,Healthcare,2025-03-10,10,595,487,702,1.56
SKU10088,Healthcare,2025-03-17,11,631,517,744,1.56
SKU10088,Healthcare,2025-03-24,12,594,487,700,1.56
SKU10089,Automotive,2025-01-06,1,520,426,613,2.82
SKU10089,Automotive,2025-01-13,2,541,443,638,2.82
SKU10089,Automotive,2025-01-20,3,552,452,651,2.82
SKU10089,Automotive,2025-01-27,4,598,490,705,2.82
SKU10089,Automotive,2025-02-03,5,525,430,619,2.82
SKU10089,Automotive,2025-02-10,6,495,405,584,2.82
SKU10089,Automotive,2025-02-17,7,576,472,679,2.82
SKU10089,Automotive,2025-02-24,8,589,482,695,2.82
SKU10089,Automotive,2025-03-03,9,611,501,720,2.82
SKU10089,Automotive,2025-03-10,10,620,508,731,2.82
SKU10089,Automotive,2025-03-17,11,592,485,698,2.82
SKU10089,Automotive,2025-03-24,12,620,508,731,2.82
SKU10090,Industrial,2025-01-06,1,1237,1014,1459,7.168
SKU10090,Industrial,2025-01-13,2,1238,1015,1460,7.168
SKU10090,Industrial,2025-01-20,3,1285,1053,1516,7.168
SKU10090,Industrial,2025-01-27,4,1266,1038,1493,7.168
SKU10090,Industrial,2025-02-03,5,1234,1011,1456,7.168
SKU10090,Industrial,2025-02-10,6,1251,1025,1476,7.168
SKU10090,Industrial,2025-02-17,7,1254,1028,1479,7.168
SKU10090,Industrial,2025-02-24,8,1344,1102,1585,7.168
SKU10090,Industrial,2025-03-03,9,1392,1141,1642,7.168
SKU10090,Industrial,2025-03-10,10,1384,1134,1633,7.168
SKU10090,Industrial,2025-03-17,11,1337,1096,1577,7.168
SKU10090,Industrial,2025-03-24,12,1221,1001,1440,7.168
SKU10091,Healthcare,2025-01-06,1,441,361,520,1.401
SKU10091,Healthcare,2025-01-13,2,457,374,539,1.401
SKU10091,Healthcare,2025-01-20,3,443,363,522,1.401
SKU10091,Healthcare,2025-01-27,4,465,381,548,1.401
SKU10091,Healthcare,2025-02-03,5,448,367,528,1.401
SKU10091,Healthcare,2025-02-10,6,398,326,469,1.401
SKU10091,Healthcare,2025-02-17,7,429,351,506,1.401
SKU10091,Healthcare,2025-02-24,8,432,354,509,1.401
SKU10091,Healthcare,2025-03-03,9,374,306,441,1.401
SKU10091,Healthcare,2025-03-10,10,407,333,480,1.401
SKU10091,Healthcare,2025-03-17,11,448,367,528,1.401
SKU10091,Healthcare,2025-03-24,12,426,349,502,1.401
SKU10092,Apparel,2025-01-06,1,987,809,1164,5.69
SKU10092,Apparel,2025-01-13,2,917,751,1082,5.69
SKU10092,Apparel,2025-01-20,3,876,718,1033,5.69
SKU10092,Apparel,2025-01-27,4,952,780,1123,5.69
SKU10092,Apparel,2025-02-03,5,881,722,1039,5.69
SKU10092,Apparel,2025-02-10,6,837,686,987,5.69
SKU10092,Apparel,2025-02-17,7,965,791,1138,5.69
SKU10092,Apparel,2025-02-24,8,908,744,1071,5.69
SKU10092,Apparel,2025-03-03,9,1147,940,1353,5.69
SKU10092,Apparel,2025-03-10,10,1065,873,1256,5.69
SKU10092,Apparel,2025-03-17,11,1029,843,1214,5.69
SKU10092,Apparel,2025-03-24,12,1071,878,1263,5.69
SKU10093,Electronics,2025-01-06,1,666,546,785,3.006
SKU10093,Electronics,2025-01-13,2,676,554,797,3.006
SKU10093,Electronics,2025-01-20,3,611,501,720,3.006
SKU10093,Electronics,2025-01-27,4,657,538,775,3.006
SKU10093,Electronics,2025-02-03,5,590,483,696,3.006
SKU10093,Electronics,2025-02-10,6,596,488,703,3.006
SKU10093,Electronics,2025-02-17,7,639,523,754,3.006
SKU10093,Electronics,2025-02-24,8,611,501,720,3.006
SKU10093,Electronics,2025-03-03,9,656,537,774,3.006
SKU10093,Electronics,2025-03-10,10,668,547,788,3.006
SKU10093,Electronics,2025-03-17,11,644,528,759,3.006
SKU10093,Electronics,2025-03-24,12,581,476,685,3.006
SKU10094,Grocery,2025-01-06,1,455,373,536,0.85
SKU10094,Grocery,2025-01-13,2,501,410,591,0.85
SKU10094,Grocery,2025-01-20,3,535,438,631,0.85
SKU10094,Grocery,2025-01-27,4,499,409,588,0.85
SKU10094,Grocery,2025-02-03,5,524,429,618,0.85
SKU10094,Grocery,2025-02-10,6,515,422,607,0.85
SKU10094,Grocery,2025-02-17,7,471,386,555,0.85
SKU10094,Grocery,2025-02-24,8,503,412,593,0.85
SKU10094,Grocery,2025-03-03,9,511,419,602,0.85
SKU10094,Grocery,2025-03-10,10,566,464,667,0.85
SKU10094,Grocery,2025-03-17,11,462,378,545,0.85
SKU10094,Grocery,2025-03-24,12,569,466,671,0.85
SKU10095,Industrial,2025-01-06,1,165,135,194,-1.551
SKU10095,Industrial,2025-01-13,2,161,132,189,-1.551
SKU10095,Industrial,2025-01-20,3,143,117,168,-1.551
SKU10095,Industrial,2025-01-27,4,153,125,180,-1.551
SKU10095,Industrial,2025-02-03,5,152,124,179,-1.551
SKU10095,Industrial,2025-02-10,6,133,109,156,-1.551
SKU10095,Industrial,2025-02-17,7,153,125,180,-1.551
SKU10095,Industrial,2025-02-24,8,165,135,194,-1.551
SKU10095,Industrial,2025-03-03,9,158,129,186,-1.551
SKU10095,Industrial,2025-03-10,10,152,124,179,-1.551
SKU10095,Industrial,2025-03-17,11,147,120,173,-1.551
SKU10095,Industrial,2025-03-24,12,153,125,180,-1.551
SKU10096,Apparel,2025-01-06,1,234,191,276,0.284
SKU10096,Apparel,2025-01-13,2,231,189,272,0.284
SKU10096,Apparel,2025-01-20,3,219,179,258,0.284
SKU10096,Apparel,2025-01-27,4,205,168,241,0.284
SKU10096,Apparel,2025-02-03,5,202,165,238,0.284
SKU10096,Apparel,2025-02-10,6,216,177,254,0.284
SKU10096,Apparel,2025-02-17,7,209,171,246,0.284
SKU10096,Apparel,2025-02-24,8,218,178,257,0.284
SKU10096,Apparel,2025-03-03,9,239,195,282,0.284
SKU10096,Apparel,2025-03-10,10,279,228,329,0.284
SKU10096,Apparel,2025-03-17,11,240,196,283,0.284
SKU10096,Apparel,2025-03-24,12,251,205,296,0.284
SKU10097,Automotive,2025-01-06,1,218,178,257,0.39
SKU10097,Automotive,2025-01-13,2,248,203,292,0.39
SKU10097,Automotive,2025-01-20,3,243,199,286,0.39
SKU10097,Automotive,2025-01-27,4,225,184,265,0.39
SKU10097,Automotive,2025-02-03,5,243,199,286,0.39
SKU10097,Automotive,2025-02-10,6,217,177,256,0.39
SKU10097,Automotive,2025-02-17,7,247,202,291,0.39
SKU10097,Automotive,2025-02-24,8,247,202,291,0.39
SKU10097,Automotive,2025-03-03,9,256,209,302,0.39
SKU10097,Automotive,2025-03-10,10,256,209,302,0.39
SKU10097,Automotive,2025-03-17,11,239,195,282,0.39
SKU10097,Automotive,2025-03-24,12,256,209,302,0.39
SKU10098,Industrial,2025-01-06,1,1766,1448,2083,9.054
SKU10098,Industrial,2025-01-13,2,1664,1364,1963,9.054
SKU10098,Industrial,2025-01-20,3,1414,1159,1668,9.054
SKU10098,Industrial,2025-01-27,4,1668,1367,1968,9.054
SKU10098,Industrial,2025-02-03,5,1526,1251,1800,9.054
SKU10098,Industrial,2025-02-10,6,1483,1216,1749,9.054
SKU10098,Industrial,2025-02-17,7,1491,1222,1759,9.054
SKU10098,Industrial,2025-02-24,8,1545,1266,1823,9.054
SKU10098,Industrial,2025-03-03,9,1710,1402,2017,9.054
SKU10098,Industrial,2025-03-10,10,1654,1356,1951,9.054
SKU10098,Industrial,2025-03-17,11,1612,1321,1902,9.054
SKU10098,Industrial,2025-03-24,12,1612,1321,1902,9.054
SKU10099,Automotive,2025-01-06,1,51,41,60,-1.139
SKU10099,Automotive,2025-01-13,2,52,42,61,-1.139
SKU10099,Automotive,2025-01-20,3,46,37,54,-1.139
SKU10099,Automotive,2025-01-27,4,47,38,55,-1.139
SKU10099,Automotive,2025-02-03,5,42,34,49,-1.139
SKU10099,Automotive,2025-02-10,6,44,36,51,-1.139
SKU10099,Automotive,2025-02-17,7,44,36,51,-1.139
SKU10099,Automotive,2025-02-24,8,43,35,50,-1.139
SKU10099,Automotive,2025-03-03,9,41,33,48,-1.139
SKU10099,Automotive,2025-03-10,10,42,34,49,-1.139
SKU10099,Automotive,2025-03-17,11,38,31,44,-1.139
SKU10099,Automotive,2025-03-24,12,37,30,43,-1.139
